id,cross_session_id,GFP,Slc17a7,Ndnf,Hpse,Pthlh,Chat,Tac1,Calb1,Mme,Crh,Reln,Tac2,Lamp5,Calb2,Pdyn,Penk,Gad2,Npy,Pvalb,Cck,Sst,Vip,mouse_id,Ptprt,Nos1,Chrna4
8,521,479,1,3,,24,,0,13,,0,36,6,6.0,1,0.0,,146,1,146,9,6,3,755252,,7.0,
9,589,286,0,5,,15,,4,15,,1,31,3,3.0,3,1.0,,108,3,75,16,9,7,755252,,3.0,
12,594,236,372,32,,26,,29,57,,14,183,18,297.0,24,18.0,,55,5,12,112,66,11,755252,,6.0,
15,591,270,2,2,,19,,11,13,,4,14,4,11.0,3,0.0,,113,3,96,18,4,0,755252,,8.0,
16,528,238,12,9,,38,,5,21,,48,4,36,22.0,5,4.0,,91,1,5,63,20,222,755252,,11.0,
17,575,400,3,4,,26,,3,10,,2,41,2,4.0,6,1.0,,141,2,92,18,4,2,755252,,4.0,
19,570,419,4,12,,45,,7,20,,3,32,6,24.0,5,5.0,,174,5,232,30,11,5,755252,,10.0,
20,592,521,87,13,,12,,11,24,,5,35,7,124.0,60,3.0,,488,526,9,16,14,8,755252,,51.0,
21,580,390,1,4,,37,,17,13,,0,12,4,13.0,2,1.0,,109,3,120,29,4,1,755252,,4.0,
23,550,236,1,3,,56,,1,15,,1,3,0,4.0,169,0.0,,56,0,0,1,19,215,755252,,13.0,
24,595,557,70,16,,40,,14,35,,6,17,13,17.0,10,12.0,,216,14,254,12,14,12,755252,,11.0,
27,598,390,0,4,,16,,0,11,,5,45,3,50.0,2,0.0,,121,5,122,13,11,4,755252,,8.0,
28,625,48,254,8,,20,,10,24,,6,25,7,50.0,11,6.0,,28,1,9,48,26,4,755252,,6.0,
29,561,524,3,12,,45,,11,55,,6,398,4,35.0,25,197.0,,315,201,200,45,481,1,755252,,26.0,
30,606,501,2,10,,42,,2,24,,1,26,11,6.0,7,4.0,,264,4,120,15,28,4,755252,,4.0,
31,581,375,5,8,,34,,24,11,,0,46,7,10.0,6,50.0,,175,2,93,27,35,1,755252,,4.0,
32,617,451,13,5,,26,,4,10,,2,49,6,8.0,3,2.0,,111,4,142,18,2,4,755252,,3.0,
33,572,57,54,8,,15,,3,26,,2,5,5,7.0,3,2.0,,9,1,3,93,8,4,755252,,2.0,
34,590,369,3,9,,27,,3,17,,4,56,1,18.0,3,7.0,,143,2,130,14,7,5,755252,,11.0,
35,596,427,33,10,,22,,3,26,,5,26,7,26.0,12,9.0,,233,5,275,19,9,14,755252,,17.0,
36,531,360,94,5,,35,,6,13,,53,8,6,17.0,54,4.0,,223,5,4,72,42,317,755252,,10.0,
37,627,365,68,7,,7,,4,12,,5,56,6,142.0,46,4.0,,340,402,4,56,12,6,755252,,35.0,
38,555,416,13,7,,20,,4,15,,2,20,2,30.0,5,6.0,,185,3,220,24,6,3,755252,,26.0,
39,623,37,209,12,,19,,6,37,,5,14,4,44.0,15,5.0,,26,10,11,13,31,6,755252,,5.0,
42,582,10,0,1,,1,,0,1,,0,3,0,1.0,1,0.0,,14,0,6,2,1,0,755252,,0.0,
43,607,95,0,6,,4,,3,24,,1,215,0,2.0,35,122.0,,84,99,3,11,262,1,755252,,6.0,
46,619,191,0,8,,7,,2,68,,2,319,2,17.0,17,186.0,,194,122,2,14,498,2,755252,,6.0,
47,608,375,3,6,,16,,2,52,,3,6,4,31.0,8,5.0,,241,5,184,43,8,1,755252,,6.0,
48,565,155,0,2,,8,,0,3,,16,0,68,2.0,15,1.0,,44,0,0,19,6,145,755252,,2.0,
49,560,461,3,5,,28,,3,17,,2,20,3,22.0,4,6.0,,149,5,122,22,8,4,755252,,6.0,
50,509,645,0,8,,17,,4,11,,0,11,0,47.0,3,11.0,,144,2,356,47,9,1,755252,,26.0,
51,605,279,2,7,,27,,58,13,,1,23,7,10.0,4,2.0,,201,5,110,10,6,3,755252,,7.0,
52,615,324,0,4,,19,,52,17,,3,5,0,14.0,3,1.0,,158,2,195,12,1,3,755252,,6.0,
53,577,444,4,2,,28,,1,16,,1,3,2,45.0,2,12.0,,192,2,353,53,2,5,755252,,22.0,
54,532,575,61,3,,15,,2,14,,1,7,1,55.0,5,6.0,,182,2,281,119,5,5,755252,,18.0,
56,621,146,0,7,,9,,2,21,,4,234,6,11.0,12,191.0,,171,144,4,14,359,1,755252,,3.0,
57,556,292,0,2,,9,,1,4,,23,2,126,5.0,55,0.0,,147,1,1,5,20,247,755252,,0.0,
59,631,29,22,0,,0,,0,0,,0,0,0,0.0,0,0.0,,7,0,0,0,0,0,755252,,0.0,
61,574,512,4,5,,31,,0,5,,0,24,6,12.0,2,1.0,,154,2,167,14,7,2,755252,,9.0,
62,583,424,7,13,,90,,0,10,,2,14,4,31.0,3,6.0,,183,0,498,36,18,2,755252,,28.0,
63,562,225,0,2,,15,,0,3,,0,15,2,25.0,0,2.0,,89,1,150,13,1,0,755252,,5.0,
66,553,396,18,7,,41,,5,13,,4,32,7,25.0,1,5.0,,143,1,252,27,6,4,755252,,13.0,
67,563,199,2,2,,9,,1,5,,39,17,0,3.0,3,1.0,,115,1,4,7,19,194,755252,,3.0,
68,588,161,14,6,,28,,35,13,,0,7,2,11.0,2,2.0,,98,2,34,32,4,0,755252,,5.0,
70,610,323,2,6,,23,,3,13,,0,44,10,5.0,8,2.0,,116,5,45,3,3,1,755252,,2.0,
71,597,158,4,2,,1,,1,9,,20,36,3,6.0,84,2.0,,113,1,1,6,2,2,755252,,1.0,
72,611,183,2,8,,15,,9,56,,6,348,2,19.0,17,184.0,,185,273,9,26,456,2,755252,,17.0,
