id,cross_session_id,GFP,Slc17a7,Ndnf,Hpse,Pthlh,Chat,Tac1,Calb1,Mme,Crh,Reln,Tac2,Lamp5,Calb2,Pdyn,Penk,Gad2,Npy,Pvalb,Cck,Sst,Vip,mouse_id,Ptprt,Nos1,Chrna4
6,692,643,1,14,,23,,17,10,,0,44,7,46.0,10,23.0,,181,7,161,39,3,4,767022,,18.0,
7,672,543,0,21,,21,,5,18,,1,6,4,27.0,4,21.0,,168,0,120,29,3,3,767022,,14.0,
8,636,675,33,32,,45,,6,25,,3,45,17,63.0,11,62.0,,231,6,228,79,21,3,767022,,30.0,
9,642,696,32,36,,55,,3,24,,1,13,9,59.0,9,43.0,,219,7,222,74,8,7,767022,,29.0,
10,708,302,2,7,,28,,6,8,,6,8,77,16.0,98,22.0,,62,4,5,20,13,319,767022,,6.0,
11,589,717,3,27,,57,,5,19,,1,48,6,46.0,5,21.0,,161,2,226,29,4,2,767022,,28.0,
13,686,540,5,10,,38,,11,8,,1,59,9,23.0,5,26.0,,162,0,109,16,1,3,767022,,15.0,
15,648,530,6,17,,21,,6,19,,1,42,12,41.0,6,39.0,,160,4,128,31,9,2,767022,,18.0,
16,637,435,1,13,,24,,2,4,,0,4,4,13.0,2,22.0,,113,1,90,25,1,1,767022,,13.0,
18,673,313,0,7,,24,,2,8,,12,5,5,24.0,62,14.0,,142,1,1,12,15,277,767022,,5.0,
20,633,354,0,18,,21,,5,123,,1,251,4,24.0,194,112.0,,201,51,3,42,386,3,767022,,25.0,
22,602,710,2,32,,45,,10,32,,4,28,8,46.0,8,36.0,,219,6,242,33,3,4,767022,,19.0,
23,703,254,1,19,,12,,1,13,,0,284,3,27.0,6,224.0,,182,54,7,39,420,1,767022,,70.0,
26,649,548,0,6,,13,,6,12,,5,5,1,20.0,6,21.0,,118,2,74,15,0,2,767022,,4.0,
27,668,245,1,10,,2,,5,187,,2,100,0,15.0,182,105.0,,123,73,4,22,305,0,767022,,18.0,
29,620,392,0,2,,16,,5,9,,0,10,4,25.0,5,11.0,,97,0,67,10,2,1,767022,,2.0,
30,678,598,0,6,,6,,40,12,,1,37,1,29.0,3,16.0,,213,2,145,24,3,2,767022,,5.0,
32,662,469,0,6,,20,,105,24,,2,76,7,26.0,14,17.0,,139,4,53,23,2,2,767022,,11.0,
34,697,523,4,7,,5,,6,17,,1,52,4,87.0,62,100.0,,370,510,31,22,64,1,767022,,28.0,
35,698,442,19,13,,2,,10,13,,3,8,0,20.0,7,29.0,,160,1,105,26,0,4,767022,,8.0,
36,715,649,1,13,,21,,7,17,,2,20,6,21.0,4,17.0,,181,5,145,22,2,1,767022,,6.0,
41,687,227,2,16,,21,,3,18,,0,4,3,14.0,119,6.0,,91,2,5,11,22,200,767022,,11.0,
43,727,694,0,12,,17,,12,23,,1,5,5,19.0,7,17.0,,172,2,186,31,3,0,767022,,3.0,
46,647,446,61,38,,50,,23,49,,3,69,24,75.0,21,57.0,,209,19,160,76,16,8,767022,,34.0,
46,647,446,61,38,,50,,23,49,,3,69,24,75.0,21,57.0,,209,19,160,76,16,8,767022,,34.0,
47,621,363,18,12,,37,,13,26,,12,7,9,11.0,115,21.0,,155,1,3,19,16,318,767022,,10.0,
48,638,0,0,0,,0,,0,0,,0,0,0,31.0,0,25.0,,0,0,164,31,0,0,767022,,15.0,
50,674,574,8,16,,23,,8,41,,5,17,6,36.0,10,46.0,,199,5,176,57,4,2,767022,,20.0,
51,639,439,5,13,,32,,8,11,,4,25,9,29.0,9,20.0,,129,4,117,15,1,3,767022,,17.0,
52,614,256,7,8,,53,,4,36,,1,5,6,16.0,171,20.0,,35,3,5,15,13,247,767022,,9.0,
53,664,484,7,20,,42,,13,19,,3,7,7,49.0,6,41.0,,210,0,275,36,7,2,767022,,21.0,
54,679,363,14,21,,61,,27,8,,101,11,295,19.0,26,20.0,,121,1,3,41,25,428,767022,,11.0,
55,680,496,4,11,,24,,6,20,,0,63,4,19.0,7,21.0,,148,3,140,18,11,1,767022,,8.0,
57,690,636,8,23,,29,,9,43,,1,11,13,34.0,8,40.0,,179,7,222,43,8,6,767022,,31.0,
58,628,843,20,28,,33,,28,53,,8,46,19,74.0,34,66.0,,222,6,291,82,12,2,767022,,35.0,
59,688,191,0,13,,18,,11,172,,0,129,4,36.0,256,104.0,,156,91,10,26,420,1,767022,,31.0,
60,716,638,4,10,,28,,8,33,,3,24,6,54.0,14,33.0,,194,4,214,34,4,4,767022,,22.0,
61,675,222,4,13,,9,,18,177,,4,136,3,51.0,278,94.0,,180,89,22,42,459,3,767022,,50.0,
62,681,368,3,8,,28,,67,5,,0,63,3,14.0,3,8.0,,123,1,58,20,3,3,767022,,3.0,
64,731,418,10,10,,35,,70,16,,2,54,8,33.0,6,20.0,,129,1,42,43,3,0,767022,,14.0,
65,723,663,0,20,,25,,24,16,,1,20,6,26.0,3,24.0,,167,1,230,28,5,2,767022,,32.0,
66,666,84,325,14,,16,,11,23,,4,15,8,45.0,21,35.0,,22,8,21,59,51,4,767022,,17.0,
68,653,744,0,17,,37,,9,21,,3,10,7,33.0,5,50.0,,202,4,267,55,6,6,767022,,24.0,
69,676,40,189,16,,12,,6,20,,1,14,12,52.0,10,42.0,,18,5,14,61,26,2,767022,,20.0,
70,717,394,121,2,,12,,1,17,,7,4,3,30.0,8,16.0,,171,6,4,30,25,175,767022,,20.0,
71,669,228,7,11,,9,,6,28,,0,391,6,34.0,12,224.0,,231,90,14,47,489,1,767022,,37.0,
72,654,760,2,24,,45,,32,70,,4,36,7,64.0,7,53.0,,284,4,348,76,16,1,767022,,31.0,
73,700,438,4,10,,43,,46,16,,2,48,1,37.0,7,16.0,,161,3,72,40,10,6,767022,,11.0,
74,625,688,2,21,,29,,13,23,,4,59,5,63.0,5,46.0,,234,1,187,41,2,4,767022,,24.0,
77,660,747,4,28,,55,,30,21,,0,31,11,63.0,9,52.0,,262,4,227,55,7,3,767022,,41.0,
78,665,214,2,18,,8,,6,39,,2,345,1,40.0,42,257.0,,207,232,8,39,629,1,767022,,36.0,
79,683,466,1,20,,22,,48,6,,0,59,3,33.0,2,22.0,,134,3,102,34,6,1,767022,,11.0,
80,617,333,55,17,,105,,7,37,,2,9,5,38.0,259,25.0,,62,0,13,43,26,331,767022,,12.0,
81,655,442,2,34,,54,,110,37,,2,97,23,63.0,2,39.0,,162,2,347,47,3,2,767022,,38.0,
83,656,1067,39,37,,57,,19,33,,5,23,17,92.0,24,79.0,,343,7,424,100,12,9,767022,,46.0,
83,656,1067,39,37,,57,,19,33,,5,23,17,92.0,24,79.0,,343,7,424,100,12,9,767022,,46.0,
84,706,775,3,25,,24,,8,28,,4,15,8,47.0,9,37.0,,309,4,251,39,11,3,767022,,30.0,
86,663,0,0,17,,15,,8,18,,1,10,8,44.0,9,28.0,,0,2,6,51,0,0,767022,,15.0,
87,612,42,85,10,,13,,14,40,,3,7,3,17.0,6,20.0,,7,2,6,30,3,3,767022,,10.0,
88,644,743,31,12,,21,,1,18,,2,43,9,55.0,5,50.0,,286,5,229,46,27,2,767022,,38.0,
90,667,453,21,10,,11,,2,7,,1,7,5,36.0,0,31.0,,136,0,191,47,5,1,767022,,10.0,
91,640,478,3,10,,21,,8,15,,2,19,5,31.0,8,40.0,,117,9,139,36,11,0,767022,,19.0,
93,694,275,0,6,,10,,36,13,,1,26,0,12.0,3,9.0,,63,2,23,11,0,1,767022,,4.0,
95,657,154,0,4,,9,,2,91,,2,158,3,10.0,75,72.0,,116,59,0,11,345,0,767022,,12.0,
97,671,24,55,10,,3,,0,0,,0,1,6,29.0,0,19.0,,9,0,2,47,2,3,767022,,10.0,
