id,cross_session_id,GFP,Slc17a7,Ndnf,Hpse,Pthlh,Chat,Tac1,Calb1,Mme,Crh,Reln,Tac2,Lamp5,Calb2,Pdyn,Penk,Gad2,Npy,Pvalb,Cck,Sst,Vip,mouse_id,Ptprt,Nos1,Chrna4
5,654,515,12,18,163.0,15,21.0,4,89,19.0,26,265,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
7,665,683,8,10,5.0,44,12.0,5,41,9.0,15,31,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
8,628,448,26,9,23.0,206,13.0,21,35,16.0,98,8,4,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
9,649,1013,21,37,23.0,209,27.0,16,38,43.0,14,29,3,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
10,629,767,5,9,11.0,82,13.0,5,28,32.0,8,52,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
11,591,985,74,26,17.0,312,21.0,9,34,53.0,3,52,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
12,613,899,2,18,8.0,116,28.0,7,52,20.0,6,17,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
13,638,479,0,6,8.0,150,15.0,23,11,29.0,1,6,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
15,639,590,0,3,5.0,213,6.0,1,25,12.0,3,42,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
16,609,1053,11,22,4.0,94,9.0,1,51,59.0,14,43,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
17,633,1098,13,10,11.0,114,10.0,5,41,24.0,6,17,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
18,596,508,4,7,7.0,70,7.0,29,2,24.0,1,17,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
20,672,1058,10,8,9.0,89,9.0,0,16,15.0,2,3,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
21,660,779,21,11,7.0,38,10.0,7,21,9.0,7,59,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
22,661,515,13,2,1.0,15,2.0,18,18,7.0,0,2,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
23,642,280,5,6,2.0,4,4.0,0,10,31.0,200,7,29,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
25,617,1228,9,27,39.0,512,32.0,7,31,31.0,3,15,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
26,605,978,5,20,7.0,167,17.0,20,22,22.0,4,39,3,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
28,619,973,154,19,16.0,244,34.0,25,34,49.0,3,12,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
31,667,663,10,14,6.0,66,11.0,5,25,6.0,6,43,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
35,655,998,7,23,24.0,212,24.0,14,27,11.0,8,21,4,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
36,615,1059,338,29,9.0,131,14.0,12,35,26.0,7,15,3,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
37,620,685,339,27,7.0,163,12.0,13,58,7.0,141,9,3,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
38,656,540,4,19,202.0,22,27.0,9,209,10.0,31,353,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
39,663,816,14,11,4.0,123,13.0,9,46,12.0,2,26,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
40,663,816,14,11,4.0,123,13.0,9,46,12.0,2,26,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
41,675,397,7,4,23.0,216,18.0,37,19,2.0,5,7,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
42,640,602,6,14,4.0,27,13.0,6,382,31.0,11,146,4,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
43,653,798,12,15,8.0,83,14.0,3,34,8.0,8,27,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
44,644,673,6,25,16.0,65,29.0,11,136,38.0,14,28,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
47,641,526,3,25,124.0,29,38.0,9,57,12.0,16,207,4,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
48,652,485,3,12,164.0,21,22.0,3,95,4.0,23,271,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
49,657,938,7,15,9.0,180,9.0,4,35,52.0,6,45,6,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
50,659,612,11,27,134.0,40,43.0,5,167,9.0,29,349,6,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
52,676,843,20,10,5.0,82,7.0,4,26,10.0,3,43,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
53,645,400,18,9,5.0,110,143.0,4,20,2.0,4,12,76,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
54,671,237,8,5,4.0,16,17.0,1,537,47.0,12,32,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
55,621,784,10,8,5.0,100,11.0,3,14,4.0,2,27,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
57,579,1233,9,19,13.0,263,12.0,11,33,32.0,17,30,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
58,622,679,9,6,10.0,163,6.0,2,10,17.0,1,36,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
59,646,1469,6,35,12.0,318,22.0,12,624,107.0,21,125,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
61,623,1060,19,15,11.0,111,8.0,5,34,58.0,11,58,5,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
62,624,301,10,5,7.0,147,112.0,18,24,2.0,3,4,4,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
66,632,679,1,4,3.0,43,1.0,12,15,14.0,0,14,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
68,635,746,8,15,13.0,87,20.0,89,18,69.0,1,2,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
69,648,774,10,15,14.0,125,22.0,9,18,11.0,2,37,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
70,658,632,22,10,5.0,45,9.0,1,31,4.0,8,12,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
71,636,741,11,9,15.0,163,3.0,2,18,15.0,3,6,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
72,601,240,17,3,10.0,56,40.0,0,9,10.0,81,23,155,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
