id,cross_session_id,GFP,Slc17a7,Ndnf,Hpse,Pthlh,Chat,Tac1,Calb1,Mme,Crh,Reln,Tac2,Lamp5,Calb2,Pdyn,Penk,Gad2,Npy,Pvalb,Cck,Sst,Vip,mouse_id,Ptprt,Nos1,Chrna4
8,631,743,14,35,19.0,172,40.0,35,32,27.0,12,73,11,0.0,0,0.0,0.0,0,53,489,73,129,7,788406,,,
9,641,344,29,24,17.0,90,48.0,158,28,58.0,13,39,3,0.0,0,0.0,0.0,0,74,440,175,69,8,788406,,,
10,625,540,26,24,16.0,116,26.0,18,29,26.0,5,24,7,0.0,0,0.0,0.0,0,38,333,56,46,11,788406,,,
12,587,698,7,31,20.0,158,24.0,67,25,32.0,12,33,1,0.0,0,0.0,0.0,0,54,406,58,72,5,788406,,,
14,591,856,14,31,25.0,78,44.0,19,24,25.0,10,25,9,0.0,0,0.0,0.0,0,84,543,130,41,3,788406,,,
15,642,440,33,26,14.0,42,27.0,19,20,18.0,8,16,2,0.0,0,0.0,0.0,0,28,274,77,51,2,788406,,,
16,618,593,17,19,12.0,54,29.0,15,26,27.0,6,9,3,0.0,0,0.0,0.0,0,39,327,65,90,7,788406,,,
18,649,498,9,30,14.0,44,23.0,5,239,37.0,28,176,1,0.0,0,0.0,0.0,0,116,26,108,480,4,788406,,,
20,626,528,26,21,15.0,90,19.0,48,29,29.0,4,15,2,0.0,0,0.0,0.0,0,39,418,120,14,5,788406,,,
22,597,378,15,9,8.0,43,6.0,4,8,5.0,4,12,0,0.0,0,0.0,0.0,0,10,189,34,2,1,788406,,,
23,579,548,15,24,7.0,59,18.0,11,19,14.0,4,15,2,0.0,0,0.0,0.0,0,33,271,71,12,2,788406,,,
24,560,566,9,15,12.0,86,24.0,14,15,10.0,7,22,1,0.0,0,0.0,0.0,0,27,293,91,49,3,788406,,,
27,588,631,19,22,20.0,109,23.0,126,20,31.0,5,12,2,0.0,0,0.0,0.0,0,35,306,96,27,1,788406,,,
30,619,273,43,16,12.0,127,15.0,3,20,34.0,2,2,0,0.0,0,0.0,0.0,0,34,566,136,2,1,788406,,,
36,604,391,30,12,3.0,38,10.0,1,10,7.0,7,34,4,0.0,0,0.0,0.0,0,11,273,54,4,3,788406,,,
37,616,431,200,15,4.0,34,14.0,1,34,14.0,5,27,7,0.0,0,0.0,0.0,0,21,163,146,5,3,788406,,,
40,593,604,64,14,2.0,44,11.0,0,24,4.0,8,49,2,0.0,0,0.0,0.0,0,11,280,79,5,2,788406,,,
41,651,605,13,21,7.0,89,23.0,44,30,13.0,9,41,9,0.0,0,0.0,0.0,0,24,328,72,13,3,788406,,,
42,635,424,65,11,5.0,41,22.0,87,18,24.0,6,17,1,0.0,0,0.0,0.0,0,10,117,78,1,1,788406,,,
46,605,592,21,24,11.0,82,19.0,10,20,25.0,15,25,7,0.0,0,0.0,0.0,0,37,477,96,35,2,788406,,,
47,624,784,28,35,15.0,113,39.0,35,41,51.0,22,22,15,0.0,0,0.0,0.0,0,62,586,185,79,3,788406,,,
48,594,644,20,16,6.0,53,13.0,4,17,20.0,10,50,2,0.0,0,0.0,0.0,0,39,409,59,20,5,788406,,,
49,632,524,23,15,5.0,43,14.0,9,16,17.0,6,10,3,0.0,0,0.0,0.0,0,19,328,63,26,3,788406,,,
50,581,354,6,16,3.0,78,28.0,14,32,11.0,147,72,225,0.0,0,0.0,0.0,0,38,13,42,132,277,788406,,,
51,633,696,31,32,6.0,137,21.0,17,23,50.0,13,49,1,0.0,0,0.0,0.0,0,29,505,89,74,4,788406,,,
55,601,46,1,0,0.0,2,0.0,1,0,0.0,16,12,0,0.0,0,0.0,0.0,0,0,0,1,1,4,788406,,,
57,628,535,32,11,7.0,104,22.0,10,10,16.0,12,20,8,0.0,0,0.0,0.0,0,26,330,48,66,2,788406,,,
58,606,693,44,41,16.0,84,40.0,8,43,14.0,14,42,10,0.0,0,0.0,0.0,0,54,674,161,156,4,788406,,,
60,636,522,9,10,8.0,75,27.0,20,13,21.0,5,30,2,0.0,0,0.0,0.0,0,18,312,46,15,1,788406,,,
62,562,459,18,23,16.0,86,34.0,12,25,21.0,13,32,1,0.0,0,0.0,0.0,0,30,384,104,67,6,788406,,,
63,613,541,24,19,10.0,52,16.0,11,22,10.0,14,44,5,0.0,0,0.0,0.0,0,29,296,39,71,7,788406,,,
64,582,624,51,18,8.0,49,15.0,3,25,25.0,9,12,5,0.0,0,0.0,0.0,0,33,353,70,13,6,788406,,,
65,644,656,33,28,18.0,88,30.0,58,35,51.0,9,23,6,0.0,0,0.0,0.0,0,48,485,78,122,9,788406,,,
66,620,576,8,23,11.0,81,15.0,14,13,14.0,8,33,2,0.0,0,0.0,0.0,0,25,312,62,69,8,788406,,,
67,599,196,4,5,7.0,33,86.0,2,2,0.0,21,16,84,0.0,0,0.0,0.0,0,2,4,16,29,161,788406,,,
72,637,276,21,13,3.0,36,21.0,2,17,24.0,0,5,2,0.0,0,0.0,0.0,0,27,281,51,17,2,788406,,,
74,583,583,16,29,18.0,103,30.0,12,31,42.0,14,25,6,0.0,0,0.0,0.0,0,38,512,140,70,4,788406,,,
76,558,754,16,41,15.0,104,38.0,8,28,30.0,8,33,2,0.0,0,0.0,0.0,0,42,556,72,136,6,788406,,,
