id,cross_session_id,GFP,Slc17a7,Ndnf,Hpse,Pthlh,Chat,Tac1,Calb1,Mme,Crh,Reln,Tac2,Lamp5,Calb2,Pdyn,Penk,Gad2,Npy,Pvalb,Cck,Sst,Vip,mouse_id,Ptprt,Nos1,Chrna4
7,717,606,6,12,4.0,121,17.0,57,14,23.0,6,25,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
13,800,436,1,8,12.0,234,12.0,6,22,2.0,4,22,107,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
14,780,297,45,11,14.0,193,202.0,10,17,3.0,15,4,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
16,718,704,7,12,16.0,278,18.0,51,34,41.0,6,38,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
17,727,993,13,13,0.0,45,6.0,1,40,15.0,15,38,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
18,791,520,19,11,8.0,125,17.0,32,31,66.0,10,25,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
19,781,603,14,11,20.0,213,19.0,62,29,59.0,8,22,3,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
22,772,431,0,7,1.0,31,7.0,21,17,2.0,3,19,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
25,756,420,8,3,0.0,3,0.0,0,14,8.0,1,10,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
27,775,310,20,4,0.0,18,3.0,0,178,26.0,18,125,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
28,728,412,1,5,9.0,148,3.0,2,15,22.0,156,20,180,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
29,722,813,11,10,6.0,108,17.0,109,33,53.0,7,26,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
30,782,831,7,11,12.0,108,12.0,28,41,5.0,5,42,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
31,776,614,6,6,1.0,98,10.0,48,9,41.0,0,5,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
33,723,683,30,11,13.0,219,15.0,98,18,24.0,1,21,3,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
35,751,558,3,8,81.0,14,10.0,0,20,1.0,15,228,1,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
40,763,600,34,3,7.0,164,24.0,172,19,41.0,1,9,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
42,741,835,9,26,8.0,143,14.0,10,23,64.0,12,38,3,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
43,714,483,20,27,269.0,23,43.0,0,50,6.0,26,336,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
44,789,713,3,3,7.0,65,12.0,44,20,1.0,1,28,0,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
45,768,723,25,19,6.0,134,14.0,17,27,11.0,12,15,6,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
46,742,358,7,7,4.0,15,11.0,4,244,5.0,23,264,2,0.0,0,0.0,0.0,0,0,0,0,0,0,790322,,,
